  5  4       -38
 STEP TIME TOTE TOTK ENER
 EP-K TEMP BOND ANGL DIHE
 IMPR VDW  ELEC HBON HARM
 DMC  RGY 
    -244485.4325       5455.0199       1016.9154          0.0000          0.0000
          0.0000        725.1671      -5240.0418          0.0000          0.0000
          0.0000          0.0000
             518          0.5180    -214604.9512      14956.0168    -229560.9680
    -244516.9849       5464.6874       1012.1513          0.0000          0.0000
          0.0000        724.9706      -5233.5749          0.0000          0.0000
          0.0000          0.0000
             519          0.5190    -214585.9777      14980.2854    -229566.2632
    -244546.5486       5473.5131       1008.2446          0.0000          0.0000
          0.0000        724.6180      -5228.0773          0.0000          0.0000
          0.0000          0.0000
             520          0.5200    -214574.7664      14996.3389    -229571.1053
    -244567.4443       5479.4517       1008.0878          0.0000          0.0000
          0.0000        724.6742      -5226.1370          0.0000          0.0000
          0.0000          0.0000
             521          0.5210    -214562.4601      15014.1630    -229576.6232
    -244590.7862       5485.9500       1011.3152          0.0000          0.0000
          0.0000        724.8143      -5228.3761          0.0000          0.0000
          0.0000          0.0000
             522          0.5220    -214533.0063      15049.2469    -229582.2532
    -244631.5002       5498.6808       1013.4329          0.0000          0.0000
          0.0000        725.1684      -5229.8931          0.0000          0.0000
          0.0000          0.0000
             523          0.5230    -214510.3578      15077.2371    -229587.5950
    -244664.8321       5509.0231       1013.5285          0.0000          0.0000
          0.0000        725.1357      -5228.8242          0.0000          0.0000
          0.0000          0.0000
             524          0.5240    -214519.2514      15074.0740    -229593.3254
    -244667.3993       5507.8724       1010.3716          0.0000          0.0000
          0.0000        724.8950      -5224.6517          0.0000          0.0000
          0.0000          0.0000
             525          0.5250    -214519.8710      15080.4217    -229600.2927
    -244680.7144       5510.0641       1007.0112          0.0000          0.0000
          0.0000        724.6143      -5221.5227          0.0000          0.0000
          0.0000          0.0000
             526          0.5260    -214491.0363      15115.6769    -229606.7132
    -244722.3901       5523.0593       1006.3881          0.0000          0.0000
          0.0000        724.0303      -5220.2950          0.0000          0.0000
          0.0000          0.0000
             527          0.5270    -214472.1497      15141.9904    -229614.1402
    -244756.1306       5532.6449       1007.4830          0.0000          0.0000
          0.0000        723.4547      -5221.7824          0.0000          0.0000
          0.0000          0.0000
             528          0.5280    -214465.5655      15156.2806    -229621.8461
    -244778.1267       5537.7699       1009.0198          0.0000          0.0000
          0.0000        722.9201      -5224.0299          0.0000          0.0000
          0.0000          0.0000
             529          0.5290    -214451.2270      15177.6229    -229628.8499
    -244806.4728       5545.7322       1010.3375          0.0000          0.0000
          0.0000        722.1481      -5225.1628          0.0000          0.0000
          0.0000          0.0000
             530          0.5300    -214430.8983      15205.6166    -229636.5149
    -244842.1315       5555.9111       1009.0023          0.0000          0.0000
          0.0000        721.5080      -5224.3995          0.0000          0.0000
          0.0000          0.0000
             531          0.5310    -214412.8721      15231.4015    -229644.2737
    -244875.6752       5565.2156       1006.6627          0.0000          0.0000
          0.0000        720.8548      -5222.7964          0.0000          0.0000
          0.0000          0.0000
             532          0.5320    -214416.6420      15234.1105    -229650.7525
    -244884.8630       5566.3189       1007.1053          0.0000          0.0000
          0.0000        720.3664      -5222.7952          0.0000          0.0000
          0.0000          0.0000
             533          0.5330    -214409.9992      15247.4019    -229657.4011
    -244904.8030       5571.1821       1008.6378          0.0000          0.0000
          0.0000        719.7685      -5224.0231          0.0000          0.0000
          0.0000          0.0000
             534          0.5340    -214385.1862      15278.9522    -229664.1384
    -244943.0905       5582.6620       1010.4624          0.0000          0.0000
          0.0000        719.4112      -5225.8462          0.0000          0.0000
          0.0000          0.0000
             535          0.5350    -214387.1460      15283.3332    -229670.4793
    -244953.8125       5584.3024       1011.6716          0.0000          0.0000
          0.0000        718.6852      -5226.3430          0.0000          0.0000
